"veh_value","exposure","veh_body","veh_age","gender","area","agecat","anomaly"
0.58,0.4106776181,"TRUCK",4,"M","E",6,0
1.6,0.2080766598,"HBACK",2,"F","A",2,0
1.37,0.5886379192,"HBACK",2,"F","A",3,1
2.91,0.5886379192,"STNWG",1,"F","B",4,0
0.46,0.5722108145,"SEDAN",4,"F","C",3,0
1.94,0.8624229979,"SEDAN",2,"F","A",1,1
1.38,0.4791238877,"UTE",2,"M","C",3,0
3.2,0.4791238877,"UTE",2,"M","D",1,0
1.52,0.9801505818,"UTE",4,"M","C",4,0
2.56,0.810403833,"HDTOP",1,"F","A",1,0
0.31,0.0465434634,"SEDAN",4,"F","A",3,0
0.96,0.7310061602,"SEDAN",4,"M","D",3,0
1.5,0.7912388775,"HDTOP",3,"F","B",1,0
3.02,0.5201916495,"STNWG",2,"F","A",4,0
1.36,0.0328542094,"HBACK",2,"M","B",6,0
1.37,0.7912388775,"HBACK",1,"F","C",3,0
2.07,0.8076659822,"STNWG",1,"M","A",2,0
1.74,0.8596851472,"HBACK",2,"F","B",5,1
0.81,0.1834360027,"HBACK",4,"F","A",4,0
1.66,0.5366187543,"HBACK",3,"M","A",2,0
1.42,0.8624229979,"TRUCK",2,"M","C",2,0
0.89,0.9801505818,"HBACK",3,"F","B",3,1
1.01,0.1368925394,"SEDAN",4,"F","C",3,0
2.04,0.3805612594,"STNWG",3,"M","A",5,0
2.06,0.5722108145,"SEDAN",2,"M","C",5,1
2.88,0.3805612594,"STNWG",1,"M","B",5,0
1.45,0.6187542779,"SEDAN",3,"M","B",5,0
1.52,0.8624229979,"SEDAN",3,"M","B",2,1
2.4,0.3668720055,"TRUCK",2,"M","E",1,0
1.28,0.3805612594,"HBACK",2,"F","A",4,0
1,0.6187542779,"HBACK",3,"F","C",1,0
0.53,0.3805612594,"SEDAN",4,"F","A",2,0
1.06,0.2655715263,"HBACK",3,"M","A",1,0
0.79,0.5229295003,"HBACK",4,"F","C",3,0
1.65,0.4736481862,"SEDAN",2,"F","D",3,0
1.53,0.4736481862,"PANVN",2,"F","A",5,0
1.53,0.2683093771,"STNWG",4,"M","F",2,0
3.44,0.7939767283,"UTE",1,"F","F",1,0
0.53,0.4736481862,"HBACK",4,"F","C",4,0
1.31,0.3778234086,"STNWG",4,"M","D",1,0
1.98,0.2683093771,"SEDAN",2,"M","C",4,0
3.73,0.8076659822,"STNWG",2,"M","A",2,0
0.83,0.8076659822,"SEDAN",3,"F","B",1,1
1.37,0.9993155373,"HBACK",2,"M","A",6,1
1.13,0.4736481862,"SEDAN",3,"F","C",4,0
1.03,0.4298425736,"HBACK",3,"F","E",1,0
2.29,0.8049281314,"HBACK",1,"M","C",1,0
1.36,0.6707734428,"HBACK",3,"F","F",3,0
1.81,0.8980150582,"SEDAN",2,"F","A",2,0
1.38,0.8076659822,"UTE",3,"M","F",5,0
2.52,0.4736481862,"STNWG",3,"F","D",1,0
1.58,0.3969883641,"UTE",3,"M","B",5,0
0.78,0.2518822724,"HBACK",3,"M","A",2,0
1.52,0.8076659822,"STNWG",4,"F","F",2,0
2.35,0.8980150582,"UTE",2,"M","A",1,1
1.31,0.8076659822,"STNWG",4,"M","E",4,0
2.44,0.8596851472,"SEDAN",1,"F","C",4,0
1.42,0.4818617385,"HBACK",2,"M","C",2,0
0.97,0.8596851472,"HDTOP",4,"F","B",4,1
1.79,0.8980150582,"SEDAN",2,"F","A",4,0
1.35,0.5694729637,"SEDAN",3,"M","C",4,1
1.799,0.0547570157,"SEDAN",1,"M","A",2,0
3.35,0.1806981519,"STNWG",1,"M","B",3,1
2.78,0.3230663929,"STNWG",2,"F","A",2,0
1.17,0.7748117728,"SEDAN",3,"M","A",3,0
0.89,0.4928131417,"HBACK",3,"F","E",4,0
0.87,0.7939767283,"HBACK",4,"M","B",2,0
4,0.9993155373,"STNWG",3,"M","B",3,0
1.03,0.1451060917,"SEDAN",3,"F","D",3,0
1.49,0.5174537988,"SEDAN",2,"M","B",5,0
1.3,0.4490075291,"HBACK",1,"M","A",3,0
1.37,0.9993155373,"SEDAN",3,"F","C",4,0
1.31,0.8788501027,"HBACK",2,"F","C",5,0
1.57,0.5776865161,"HBACK",1,"F","C",6,0
1.66,0.8049281314,"HBACK",3,"M","C",1,1
0.78,0.4298425736,"STNWG",4,"M","C",5,0
1.5,0.6625598905,"HBACK",1,"M","E",1,1
2.99,0.8596851472,"TRUCK",1,"F","D",2,0
1.15,0.8021902806,"HBACK",3,"F","C",4,0
2.44,0.4709103354,"STNWG",2,"M","F",2,0
3.78,0.8596851472,"STNWG",1,"F","D",5,0
1.74,0.8596851472,"HBACK",2,"F","C",5,0
1.87,0.7967145791,"STNWG",3,"M","A",3,0
0.5,0.4709103354,"STNWG",4,"M","E",6,0
2.35,0.386036961,"HBACK",2,"F","C",3,0
1.55,0.9993155373,"UTE",3,"M","C",3,0
1.77,0.8213552361,"STNWG",4,"F","F",2,0
1.64,0.4709103354,"STNWG",4,"F","C",2,0
2.7,0.514715948,"HDTOP",3,"M","E",5,0
3.66,0.7748117728,"STNWG",1,"F","B",4,0
1.95,0.8761122519,"STNWG",4,"F","D",3,0
1.87,0.1232032854,"HBACK",3,"F","E",1,0
2.89,0.8761122519,"STNWG",2,"M","B",3,1
1.4,0.8761122519,"SEDAN",3,"F","C",5,0
2.27,0.8815879535,"STNWG",3,"F","C",4,0
2.33,0.4325804244,"SEDAN",2,"M","B",3,0
0.97,0.8733744011,"HBACK",3,"F","B",6,0
1.54,0.8788501027,"TRUCK",4,"M","C",2,1
1.64,0.4216290212,"HBACK",2,"F","B",4,0
1.46,0.8815879535,"UTE",3,"M","D",5,0
1.7,0.8788501027,"SEDAN",3,"F","E",4,0
1.6,0.4517453799,"SEDAN",3,"F","C",4,0
1.66,0.8761122519,"HDTOP",3,"F","A",1,0
1.82,0.2162902122,"SEDAN",2,"M","C",4,0
4.09,0.7994524298,"UTE",1,"M","F",5,0
1.24,0.34770705,"HBACK",1,"F","D",3,0
2.26,0.7994524298,"HBACK",1,"M","A",4,0
3.32,0.1587953457,"STNWG",2,"F","C",3,0
1.95,0.1752224504,"STNWG",1,"M","C",3,0
2.42,0.605065024,"SEDAN",1,"F","A",5,0
2.58,0.4654346338,"SEDAN",1,"F","C",3,0
1.76,0.5804243669,"SEDAN",2,"M","C",6,0
2.83,0.5092402464,"UTE",2,"M","B",4,1
3.2,0.4188911704,"SEDAN",2,"M","B",4,0
1.94,0.3039014374,"HBACK",1,"F","B",3,0
4.5,0.4161533196,"STNWG",2,"M","A",4,0
2.35,0.5804243669,"STNWG",3,"M","D",6,0
1.96,0.5859000684,"SEDAN",1,"M","E",4,0
6.22,0.5831622177,"STNWG",1,"F","A",4,0
1.02,0.5859000684,"HBACK",2,"M","A",4,0
0.96,0.5831622177,"HBACK",3,"F","A",5,0
1.07,0.7693360712,"SEDAN",4,"F","C",3,0
1.6,0.2628336756,"HBACK",2,"F","E",2,0
1,0.5366187543,"SEDAN",3,"F","C",3,0
2.15,0.8843258042,"SEDAN",1,"F","C",3,1
1.34,0.2628336756,"HBACK",2,"F","C",1,1
2.32,0.2628336756,"STNWG",3,"M","D",2,0
1.69,0.3887748118,"HBACK",2,"F","A",3,0
1.65,0.4654346338,"STNWG",3,"M","C",3,0
1.89,0.7967145791,"HBACK",1,"F","A",6,0
0.65,0.4900752909,"TRUCK",4,"M","C",2,0
1.15,0.7967145791,"SEDAN",3,"F","C",5,1
2.96,0.5092402464,"HDTOP",1,"F","C",3,0
1.23,0.2847364819,"STNWG",3,"F","A",5,1
1.26,0.1423682409,"HBACK",2,"F","C",2,0
0.45,0.476386037,"HBACK",4,"F","A",4,1
0.9,0.3778234086,"SEDAN",3,"F","C",6,0
1.56,0.6214921287,"SEDAN",3,"M","B",3,1
4.11,0.6214921287,"STNWG",2,"M","F",2,0
1.79,0.4654346338,"SEDAN",4,"F","B",2,1
1.47,0.7967145791,"HBACK",1,"F","C",1,1
2.2,0.7967145791,"MCARA",4,"M","A",1,0
2.91,0.7967145791,"STNWG",1,"F","C",4,0
1.73,0.7912388775,"MIBUS",4,"M","B",3,0
1.33,0.6680355921,"TRUCK",2,"M","C",2,0
2.07,0.4216290212,"STNWG",3,"M","C",1,0
2.05,0.5859000684,"SEDAN",2,"F","E",6,0
1.56,0.4216290212,"STNWG",4,"M","D",5,0
1.87,0.5585215606,"STNWG",3,"F","A",3,0
3.34,0.5776865161,"STNWG",3,"F","C",3,0
0.83,0.5776865161,"SEDAN",4,"F","B",4,0
1.38,0.4216290212,"SEDAN",3,"F","C",4,0
3.06,0.796714579,"STNWG",3,"M","C",5,0
1.64,0.7939767283,"SEDAN",3,"M","F",3,0
4.06,0.8514715948,"STNWG",3,"M","F",5,0
2.72,0.1122518823,"STNWG",3,"M","E",3,0
2.34,0.8295687885,"SEDAN",2,"F","B",2,1
0.76,0.8240930869,"STNWG",4,"F","D",2,0
1.64,0.3942505133,"SEDAN",2,"F","A",3,1
2.51,0.887063655,"STNWG",3,"M","D",2,0
0.9,0.5065023956,"HBACK",3,"F","A",5,0
0.85,0.8514715948,"HBACK",3,"F","B",1,0
1.24,0.8514715948,"SEDAN",3,"F","A",1,0
1.54,0.4654346338,"SEDAN",2,"M","A",1,1
2.53,0.5393566051,"SEDAN",1,"F","C",3,0
0.65,0.1478439425,"STNWG",4,"M","B",1,0
1.71,0.4380561259,"SEDAN",2,"F","C",2,0
1.28,0.2765229295,"HBACK",2,"M","A",5,1
1.45,0.4928131417,"STNWG",4,"M","B",4,0
2.42,0.501026694,"UTE",3,"M","B",2,0
0.44,0.8268309377,"HBACK",4,"F","A",2,0
6.14,0.7392197125,"SEDAN",2,"M","C",3,0
4.04,0.8514715948,"STNWG",2,"M","B",4,0
2.74,0.977412731,"STNWG",2,"F","D",2,0
1.73,0.5366187543,"SEDAN",2,"F","E",2,0
0.71,0.1724845996,"HBACK",3,"F","C",4,0
1.73,0.887063655,"HBACK",2,"F","C",5,0
1.97,0.6132785763,"SEDAN",2,"F","B",3,0
1.43,0.8268309377,"HDTOP",3,"F","A",1,0
1.94,0.3750855578,"SEDAN",2,"F","C",5,1
2.03,0.3696098563,"UTE",4,"F","D",2,0
2.54,0.4462696783,"STNWG",3,"M","E",3,0
1.84,0.7939767283,"HBACK",2,"M","C",3,0
2.79,0.848733744,"BUS",3,"F","F",2,0
0.5,0.1724845996,"HBACK",4,"F","A",3,1
1.76,0.5557837098,"SEDAN",1,"M","D",5,0
3.34,0.7939767283,"HBACK",2,"F","E",4,0
3.3,0.5065023956,"STNWG",2,"F","B",3,0
2.77,0.5749486653,"SEDAN",2,"M","B",4,0
1.38,0.2819986311,"HBACK",3,"F","E",3,0
3.52,0.5749486653,"STNWG",2,"F","D",2,0
2.71,0.2600958248,"STNWG",3,"M","A",4,0
2.12,0.8843258042,"STNWG",3,"M","B",6,0
1.56,0.8268309377,"SEDAN",1,"F","A",4,0
1.51,0.8843258042,"MIBUS",4,"F","B",4,0
1.52,0.7775496235,"SEDAN",2,"F","C",4,0
2.99,0.6214921287,"STNWG",3,"M","E",3,0
1.37,0.7912388775,"UTE",4,"M","A",3,0
1.13,0.7939767283,"SEDAN",3,"F","A",1,0
1.13,0.1697467488,"STNWG",4,"F","D",3,0
1.19,0.7939767283,"STNWG",4,"M","A",3,0
1.94,0.1916495551,"SEDAN",1,"M","A",1,0
2.83,0.462696783,"STNWG",2,"F","C",2,0
1.26,0.9993155373,"HBACK",2,"F","C",4,0
2.77,0.1505817933,"STNWG",1,"F","E",2,0
0.86,0.848733744,"SEDAN",4,"F","C",2,0
1.23,0.5557837098,"HBACK",2,"F","C",3,1
0.75,0.8678986995,"SEDAN",4,"M","B",3,0
0.38,0.8706365503,"SEDAN",4,"F","B",6,0
1.18,0.8706365503,"SEDAN",3,"M","A",6,1
0.81,0.4955509925,"HBACK",3,"F","B",3,0
1.97,0.8678986995,"STNWG",2,"F","A",6,0
1.66,0.8706365503,"SEDAN",2,"M","B",5,0
1.41,0.9746748802,"HBACK",2,"F","A",6,0
1.57,0.8733744011,"SEDAN",2,"M","B",6,0
1.37,0.5557837098,"HBACK",1,"F","C",1,0
1.549,0.9993155373,"HBACK",1,"F","B",4,0
2.18,0.8733744011,"UTE",3,"M","D",3,0
1.24,0.8843258042,"HBACK",2,"M","C",4,0
2.48,0.8076659822,"SEDAN",1,"M","B",4,0
1.58,0.7227926078,"UTE",3,"M","A",5,0
0.46,0.2792607803,"SEDAN",4,"F","B",2,0
0.44,0.643394935,"TRUCK",4,"F","C",3,0
1.08,0.5585215606,"SEDAN",3,"F","C",3,0
1.83,0.8295687885,"SEDAN",1,"F","A",2,0
0.76,0.7337440109,"HBACK",3,"F","F",3,0
3.28,0.4462696783,"STNWG",1,"F","F",1,0
2.59,0.4955509925,"UTE",2,"M","B",2,0
3.08,0.7912388775,"PANVN",1,"M","F",1,0
3.33,0.7446954141,"COUPE",2,"F","C",3,1
3.7,0.7885010267,"STNWG",1,"F","A",2,0
3.75,0.7912388775,"HDTOP",2,"M","A",1,0
2.21,0.8459958932,"UTE",1,"F","C",4,0
1.31,0.8459958932,"HBACK",1,"F","C",2,0
1.97,0.7912388775,"SEDAN",4,"M","C",2,0
0.57,0.7775496235,"SEDAN",4,"M","A",2,0
0.63,0.7419575633,"UTE",4,"M","B",5,0
2.14,0.7912388775,"HBACK",1,"F","C",3,1
1.47,0.553045859,"HBACK",2,"M","A",5,0
2.12,0.8131416838,"MCARA",4,"M","A",1,0
2.198,0.4544832307,"HBACK",1,"F","A",5,1
1.23,0.4462696783,"SEDAN",3,"M","C",4,0
2.11,0.7885010267,"HBACK",1,"F","E",2,0
2.41,0.8624229979,"SEDAN",1,"M","B",6,0
1.64,0.501026694,"HBACK",2,"F","C",3,0
0.44,0.8624229979,"SEDAN",4,"M","A",4,0
0.93,0.8651608487,"SEDAN",3,"F","C",4,0
0.85,0.8651608487,"HBACK",3,"F","B",4,1
1.31,0.8624229979,"HBACK",2,"M","C",5,0
1.85,0.1478439425,"HBACK",2,"F","A",2,1
0.87,0.2518822724,"HBACK",3,"F","C",2,0
1.2,0.8651608487,"SEDAN",3,"F","C",5,0
4.47,0.8459958932,"STNWG",1,"M","E",2,0
1.05,0.4982888433,"SEDAN",3,"F","C",2,0
1.47,0.8651608487,"SEDAN",3,"M","E",3,1
1.37,0.553045859,"SEDAN",3,"F","A",2,1
2.18,0.8651608487,"SEDAN",3,"M","B",4,0
4.23,0.501026694,"STNWG",2,"F","C",2,0
1.71,0.9719370294,"SEDAN",3,"F","A",5,0
1.77,0.501026694,"HBACK",1,"M","C",2,0
4.62,0.8815879535,"TRUCK",1,"M","C",2,0
1.97,0.501026694,"STNWG",4,"M","C",3,1
2.79,0.9336071184,"TRUCK",3,"M","D",2,0
1.61,0.4544832307,"HBACK",1,"F","B",4,0
1.5,0.7885010267,"HBACK",1,"F","E",1,0
0.72,0.4544832307,"HBACK",3,"F","A",3,0
2.93,0.4462696783,"STNWG",1,"F","F",2,0
5.236,0.9226557153,"STNWG",1,"M","A",4,0
2.39,0.7885010267,"STNWG",4,"M","C",3,0
2.51,0.4982888433,"UTE",2,"M","E",1,0
2.07,0.9691991786,"SEDAN",1,"M","B",2,0
1.35,0.2409308693,"SEDAN",3,"F","A",5,0
1.7,0.4380561259,"STNWG",2,"F","A",3,0
5.27,0.8432580424,"STNWG",1,"F","E",2,0
1.78,0.9993155373,"TRUCK",2,"M","E",1,0
0.88,0.3969883641,"COUPE",4,"M","B",3,0
1.1,0.8432580424,"SEDAN",3,"M","D",4,0
0.95,0.8678986995,"SEDAN",4,"M","C",4,0
1.35,0.7885010267,"STNWG",4,"F","C",1,0
1.5,0.4216290212,"HBACK",1,"M","C",3,1
1.65,0.4490075291,"SEDAN",2,"F","B",1,0
4.1,0.1095140315,"STNWG",2,"M","E",4,0
2.29,0.8898015058,"STNWG",3,"F","E",2,0
2.02,0.1943874059,"HBACK",1,"M","C",5,0
1.57,0.8788501027,"HBACK",2,"F","D",5,0
5.24,0.0711841205,"COUPE",1,"M","A",2,0
1.86,0.1943874059,"SEDAN",2,"M","E",3,0
0.98,0.8432580424,"SEDAN",3,"F","B",4,1
0.75,0.8788501027,"SEDAN",4,"M","C",3,1
1.15,0.5256673511,"HBACK",3,"F","B",2,0
1.39,0.8761122519,"HBACK",2,"F","B",2,0
1.45,0.4681724846,"HBACK",3,"F","A",2,0
1.06,0.8788501027,"PANVN",3,"F","A",4,0
0.76,0.7857631759,"HBACK",3,"F","E",4,1
1.04,0.4517453799,"SEDAN",3,"F","E",3,0
1.36,0.7501711157,"HBACK",2,"F","C",6,0
1.1,0.0054757016,"HBACK",2,"F","B",2,1
1.84,0.3915126626,"HBACK",1,"M","E",6,0
0.99,0.8761122519,"SEDAN",3,"F","D",3,0
0.8,0.1916495551,"HBACK",3,"F","D",3,0
1.25,0.501026694,"SEDAN",4,"F","A",3,0
1.55,0.4982888433,"COUPE",3,"F","A",2,0
1.81,0.7830253251,"SEDAN",2,"M","C",2,0
3.54,0.1067761807,"STNWG",2,"M","B",5,0
0.71,0.6461327858,"UTE",4,"M","B",4,0
0.96,0.1067761807,"SEDAN",3,"M","A",3,1
0.54,0.2491444216,"HBACK",4,"F","A",4,0
1.58,0.7501711157,"STNWG",3,"M","C",2,0
1.65,0.1615331964,"HBACK",3,"F","A",2,1
1.74,0.8405201916,"SEDAN",2,"F","C",4,0
1.98,0.5804243669,"HBACK",2,"F","C",6,0
2.49,0.8761122519,"STNWG",3,"F","E",3,0
1.98,0.7529089665,"HBACK",2,"F","C",1,1
1.6,0.0930869268,"SEDAN",4,"F","A",6,0
1.26,0.9993155373,"HBACK",2,"F","C",6,0
1.97,0.6324435318,"STNWG",4,"M","B",4,0
1.21,0.9691991786,"HBACK",2,"M","A",6,0
0.3,0.3696098563,"SEDAN",4,"F","C",5,1
0.61,0.4490075291,"PANVN",4,"F","B",2,0
0.3,0.3668720055,"SEDAN",4,"F","B",4,0
1.45,0.6269678302,"SEDAN",3,"M","B",5,0
4.32,0.1587953457,"STNWG",2,"M","D",1,0
3.26,0.4298425736,"UTE",2,"M","D",5,0
1.81,0.8405201916,"SEDAN",2,"F","C",6,0
2.66,0.5694729637,"STNWG",3,"F","D",4,0
1.57,0.8596851472,"SEDAN",2,"F","A",2,0
0.79,0.5694729637,"HBACK",3,"F","A",3,1
1.47,0.3696098563,"HBACK",2,"F","B",4,0
1.98,0.8761122519,"SEDAN",2,"F","B",5,0
1.85,0.1587953457,"SEDAN",2,"F","C",2,0
1.82,0.6242299795,"SEDAN",2,"M","D",5,0
1.16,0.4791238877,"SEDAN",3,"F","E",4,0
1.03,0.5201916495,"HBACK",2,"F","C",2,0
4.5,0.7802874743,"TRUCK",1,"F","B",2,0
1.46,0.2683093771,"SEDAN",3,"F","B",3,0
2.7,0.7775496235,"STNWG",2,"F","A",2,0
1.05,0.7802874743,"SEDAN",3,"M","B",4,0
0.78,0.3668720055,"HBACK",4,"M","A",4,0
0.72,0.7036276523,"HBACK",4,"M","A",1,0
1.56,0.9993155373,"SEDAN",1,"M","B",2,0
1.47,0.5420944559,"HBACK",2,"F","C",4,0
0.95,0.7775496235,"HBACK",3,"F","F",1,0
4.69,0.5420944559,"STNWG",1,"M","E",3,0
2.17,0.4462696783,"SEDAN",1,"M","A",4,0
2.64,0.4462696783,"STNWG",3,"M","E",4,0
2.11,0.4900752909,"SEDAN",2,"M","C",1,0
1.23,0.4188911704,"HBACK",2,"F","A",2,0
1.14,0.4900752909,"SEDAN",3,"F","C",2,0
1.93,0.8350444901,"STNWG",4,"M","F",4,0
4.84,0.2518822724,"STNWG",1,"F","D",3,0
1.88,0.3641341547,"UTE",1,"F","E",3,0
1.35,0.3641341547,"STNWG",4,"M","C",2,0
4.66,0.3641341547,"STNWG",1,"M","A",3,1
0.99,0.5119780972,"HBACK",3,"F","D",3,1
1.06,0.3039014374,"SEDAN",3,"M","A",2,0
2.1,0.8596851472,"STNWG",4,"M","D",2,1
1.6835,0.9993155373,"HBACK",1,"F","C",4,0
3.43,0.8596851472,"STNWG",3,"M","C",4,1
1.87,0.1396303901,"HBACK",3,"F","B",3,1
1.77,0.4435318275,"SEDAN",1,"F","E",2,0
4.04,0.8596851472,"STNWG",2,"M","A",1,0
0.53,0.5859000684,"HBACK",4,"F","A",6,1
2.79,0.4435318275,"STNWG",3,"F","C",2,0
2.66,0.8678986995,"STNWG",2,"M","D",5,0
2.61,0.5393566051,"SEDAN",1,"M","A",4,0
1.28,0.9993155373,"STNWG",4,"M","F",3,0
2.39,0.4873374401,"SEDAN",4,"M","B",4,0
2.65,0.8377823409,"STNWG",3,"F","A",3,1
1.79,0.4873374401,"SEDAN",2,"M","C",2,1
0.99,0.8323066393,"SEDAN",3,"F","A",5,0
2.099,0.3258042437,"SEDAN",1,"M","B",4,0
0.5,0.3613963039,"SEDAN",4,"F","B",4,1
1.61,0.3613963039,"HBACK",2,"F","C",5,1
0.31,0.0219028063,"SEDAN",4,"M","C",5,0
0.97,0.4435318275,"SEDAN",3,"F","B",2,0
1.73,0.8405201916,"HBACK",2,"F","A",3,1
0.48,0.8678986995,"HBACK",4,"F","C",1,0
1.57,0.4873374401,"SEDAN",3,"F","F",3,0
3.68,0.9582477755,"STNWG",1,"F","A",2,0
1.4,0.4435318275,"UTE",3,"M","E",4,0
1.61,0.4599589322,"SEDAN",3,"F","C",4,0
1.33,0.8213552361,"SEDAN",3,"F","E",1,0
3.34,0.4435318275,"MCARA",3,"M","D",4,0
1.36,0.59137577,"HBACK",2,"F","C",6,0
1.4,0.8569472964,"SEDAN",3,"F","B",5,0
0.38,0.8569472964,"SEDAN",4,"M","A",6,0
1.749,0.9993155373,"HBACK",1,"F","A",4,0
1.19,0.8569472964,"HBACK",2,"M","A",4,0
3.23,0.8569472964,"STNWG",3,"M","E",3,0
2.35,0.9993155373,"SEDAN",2,"M","C",3,0
2.33,0.605065024,"STNWG",2,"F","B",2,0
0.51,0.4325804244,"HBACK",4,"F","B",1,0
1.23,0.295687885,"HBACK",2,"F","D",2,0
1.79,0.3997262149,"UTE",2,"F","C",4,0
2.299,0.8405201916,"SEDAN",1,"F","F",4,0
2.105,0.4407939767,"UTE",1,"M","B",1,0
3.35,0.8377823409,"STNWG",2,"M","B",3,0
1.87,0.8651608487,"SEDAN",2,"F","A",3,0
0.83,0.6324435318,"SEDAN",3,"F","A",2,1
1.22,0.0301163587,"SEDAN",3,"F","B",5,0
3.52,0.4818617385,"STNWG",2,"M","A",4,0
1.96,0.8651608487,"STNWG",3,"F","A",1,0
1.68,0.5338809035,"STNWG",3,"M","B",4,0
0.84,0.8213552361,"HBACK",3,"F","B",3,0
4.64,0.4982888433,"STNWG",3,"M","C",5,0
2.99,0.3942505133,"STNWG",3,"M","D",2,0
1.549,0.9993155373,"HBACK",1,"F","B",4,0
0.68,0.2737850787,"STNWG",4,"F","A",4,1
1.12,0.1067761807,"HBACK",3,"F","F",3,1
1.78,0.8651608487,"HBACK",2,"F","C",6,0
2.28,0.7611225188,"HBACK",2,"F","C",4,0
1.43,0.8213552361,"HBACK",2,"F","B",1,0
1.24,0.8624229979,"SEDAN",3,"F","D",4,0
3.38,0.1259411362,"HDTOP",2,"M","C",1,0
2.29,0.34770705,"SEDAN",1,"F","D",4,0
0.47,0.4818617385,"SEDAN",4,"M","A",1,1
1.33,0.605065024,"SEDAN",3,"F","C",5,0
1.28,0.4818617385,"HBACK",2,"F","E",3,0
2.53,0.5639972621,"SEDAN",1,"M","C",6,1
0.44,0.5612594114,"SEDAN",4,"F","A",5,1
3.71,0.7364818617,"STNWG",3,"F","C",3,0
1.07,0.0739219713,"STNWG",4,"M","E",5,0
0.71,0.386036961,"SEDAN",4,"M","C",4,0
1.349,0.8405201916,"HBACK",1,"M","C",5,0
1.39,0.5639972621,"COUPE",3,"F","A",3,0
2.37,0.5612594114,"HDTOP",2,"F","C",2,1
1.76,0.4845995893,"SEDAN",1,"M","C",1,1
1.95,0.9555099247,"UTE",3,"F","D",5,0
2.59,0.5065023956,"SEDAN",3,"M","A",5,1
1.88,0.5612594114,"HBACK",1,"M","B",4,0
1.71,0.0301163587,"HBACK",2,"F","E",6,0
1.45,0.9555099247,"HBACK",3,"M","A",4,0
1.96,0.6023271732,"STNWG",2,"M","C",6,0
0.84,0.6023271732,"HBACK",3,"F","C",3,1
1.26,0.4188911704,"STNWG",3,"M","C",4,0
0.4,0.5338809035,"SEDAN",4,"F","D",6,0
4.07,0.8980150582,"STNWG",2,"M","C",3,0
1.6,0.5941136208,"SEDAN",3,"M","A",5,0
3.56,0.8514715948,"STNWG",3,"M","F",4,0
1.77,0.8980150582,"STNWG",4,"F","F",3,0
1.93,0.900752909,"HDTOP",4,"F","D",3,0
1.96,0.2245037645,"MIBUS",4,"F","C",1,0
4.03,0.1040383299,"STNWG",2,"M","C",5,0
0.44,0.8952772074,"HBACK",4,"F","B",3,0
1.15,0.5338809035,"SEDAN",3,"F","A",3,0
2.15,0.900752909,"STNWG",2,"F","C",2,1
1.42,0.4818617385,"HBACK",1,"F","A",4,0
2.76,0.6351813826,"STNWG",1,"F","C",3,0
0.54,0.9993155373,"HBACK",4,"F","B",4,0
1.31,0.8624229979,"SEDAN",2,"M","B",4,0
2.52,0.2902121834,"SEDAN",1,"M","A",6,0
1.81,0.7665982204,"STNWG",4,"M","E",2,0
5.03,0.8432580424,"STNWG",1,"M","E",5,0
1.84,0.1752224504,"HBACK",2,"F","C",1,0
4.23,0.4818617385,"STNWG",2,"F","D",2,0
1.68,0.848733744,"STNWG",3,"M","A",3,0
1.37,0.8268309377,"STNWG",4,"M","A",3,0
0.87,0.4216290212,"HBACK",4,"F","C",3,0
2.06,0.848733744,"STNWG",4,"F","C",2,0
3.97,0.5585215606,"STNWG",2,"M","D",5,0
0.91,0.5585215606,"HBACK",3,"M","A",4,0
1.15,0.5585215606,"SEDAN",3,"M","C",3,1
1.45,0.9993155373,"TRUCK",4,"M","B",2,0
1.71,0.5174537988,"SEDAN",4,"F","C",4,0
1.05,0.295687885,"HBACK",4,"M","C",4,0
1.76,0.4818617385,"SEDAN",2,"M","C",2,0
1.97,0.1724845996,"STNWG",4,"M","A",2,1
1.87,0.4818617385,"SEDAN",1,"F","C",2,0
0.65,0.2600958248,"SEDAN",4,"F","A",3,0
1.28,0.5229295003,"HBACK",2,"F","A",3,0
1.64,0.1533196441,"SEDAN",3,"M","C",3,0
0.88,0.5311430527,"SEDAN",3,"M","B",6,1
1.26,0.476386037,"HBACK",2,"M","C",2,0
5.49,0.5968514716,"SEDAN",3,"F","B",5,0
0.95,0.8542094456,"SEDAN",4,"F","A",6,0
1.06,0.1505817933,"HBACK",4,"F","C",2,1
1.25,0.5311430527,"STNWG",4,"F","E",2,0
0.95,0.848733744,"SEDAN",4,"M","A",6,0
5.02,0.8542094456,"STNWG",2,"M","E",1,0
1.34,0.5557837098,"SEDAN",3,"M","B",6,0
3.26,0.4435318275,"UTE",2,"M","B",5,0
1.84,0.9500342231,"HBACK",1,"F","C",5,0
1.16,0.5557837098,"SEDAN",3,"F","B",5,0
2.38,0.6872005476,"SEDAN",2,"F","E",5,0
2.67,0.8514715948,"STNWG",2,"F","A",4,1
0.54,0.0574948665,"SEDAN",4,"F","C",4,0
1.26,0.9993155373,"HBACK",2,"F","C",5,1
0.73,0.0821355236,"SEDAN",4,"F","C",4,0
0.7,0.6406570842,"UTE",4,"M","B",1,0
1.51,0.1505817933,"MIBUS",4,"F","B",2,0
1.21,0.848733744,"UTE",4,"F","D",5,0
0.5,0.8542094456,"HBACK",4,"F","B",2,0
0.81,0.605065024,"HBACK",3,"M","D",4,0
2.51,0.8459958932,"STNWG",3,"M","B",3,0
